"Latitud";"Longitud";"Numero_Intersecciones";"LTS";"ID_Nodo"
4.7429662;-74.0775851;2;1;48869
4.7429674;-74.0601255;3;2;48870
4.7429694;-74.0660651;2;4;48871
4.7429707;-74.0570371;3;4;48872
4.7429719;-74.0218016;1;1;48873
4.7429724;-74.1279662;2;2;48874
4.7429755;-74.058032;3;2;48875
4.7429766;-74.1172746;3;4;48876
4.7429766;-74.0978517;2;3;48877
4.7429775;-74.0933703;3;2;48878
4.7429813;-74.0178702;2;4;48879
4.7429848;-74.0207506;1;1;48880
4.7429873;-74.0283605;3;2;48881
4.7429874;-74.109271;2;4;48882
4.742988;-74.1091617;2;4;48883
4.7429895;-74.1240147;2;1;48884
4.7429902;-74.0658625;2;2;48885
4.7429924;-74.0900613;3;2;48886
4.7429934;-74.1021686;3;4;48887
4.7429936;-74.0167848;2;4;48888
4.7429948;-74.0195224;2;4;48889
4.7429951;-74.1092344;2;4;48890
4.7429951;-74.0203554;2;4;48891
4.7429956;-74.1215736;3;1;48892
4.742996;-74.0159124;2;4;48893
4.7429968;-74.1124804;1;1;48894
4.7429968;-74.1069109;2;1;48895
4.7429971;-74.0767977;3;2;48896
4.7429988;-74.0768859;3;1;48897
4.7429994;-74.0934251;3;2;48898
4.7430019;-74.0817632;1;2;48899
4.7430038;-74.0924904;1;1;48900
4.7430052;-74.0914155;2;4;48901
4.7430093;-74.0172935;2;4;48902
4.7430116;-74.0775922;2;1;48903
4.7430124;-74.04411;4;2;48904
4.7430125;-74.0867953;3;1;48905
4.7430168;-74.1044323;3;1;48906
4.7430239;-74.0855814;3;1;48907
4.7430249;-74.1291188;3;4;48908
4.7430269;-74.0831625;3;4;48909
4.7430289;-74.0323331;3;2;48910
4.7430298;-74.0896598;2;2;48911
4.7430299;-74.0780564;2;1;48912
4.7430299;-74.0609299;1;1;48913
4.7430327;-74.0194846;2;4;48914
4.7430331;-74.058495;1;1;48915
4.7430364;-74.0665746;2;2;48916
4.7430437;-74.0220989;2;4;48917
4.7430494;-74.0767744;2;1;48918
4.7430509;-74.1084848;3;2;48919
4.7430523;-74.0840127;1;1;48920
4.7430528;-74.1238543;2;1;48921
4.7430531;-74.0586873;1;1;48922
4.7430543;-74.0768776;2;1;48923
4.7430552;-74.1062776;3;2;48924
4.7430572;-74.0831493;2;4;48925
4.743058;-74.1252969;2;2;48926
4.7430634;-74.0659327;2;2;48927
4.7430636;-74.0194263;2;4;48928
4.7430639;-74.0661353;2;4;48929
4.7430642;-74.0775951;2;1;48930
4.7430655;-74.109766;4;2;48931
4.7430662;-74.0959095;2;1;48932
4.7430666;-74.091491;2;4;48933
4.7430679;-74.0158927;2;4;48934
4.7430713;-74.1247673;2;1;48935
4.7430714;-74.0936217;3;2;48936
4.7430717;-74.0882977;3;2;48937
4.7430724;-74.116131;3;1;48938
4.7430737;-74.0203737;2;4;48939
4.7430751;-74.0481019;2;3;48940
4.7430782;-74.0192306;2;1;48941
4.7430784;-74.0665734;2;2;48942
4.7430805;-74.0325912;3;2;48943
4.743084;-74.127196;3;2;48944
4.7430852;-74.0190708;2;1;48945
4.743086;-74.1174304;3;4;48946
4.7430866;-74.0156741;2;4;48947
4.7430922;-74.1294082;3;1;48948
4.7430938;-74.1037084;3;2;48949
4.7430995;-74.0780695;2;1;48950
4.7430998;-74.1176936;2;1;48951
4.7431008;-74.0768668;2;1;48952
4.7431038;-74.100024;1;1;48953
4.7431052;-74.1237217;4;1;48954
4.7431052;-74.0665828;2;2;48955
4.7431052;-74.0196804;1;2;48956
4.7431056;-74.0172391;2;4;48957
4.7431064;-74.0189909;2;1;48958
4.7431078;-74.1268754;2;4;48959
4.7431085;-74.0883976;3;2;48960
4.7431107;-74.0767519;2;1;48961
4.7431128;-74.0416977;3;4;48962
4.7431142;-74.0580118;2;2;48963
4.7431189;-74.0210847;2;4;48964
4.7431193;-74.1025538;3;4;48965
4.7431212;-74.0182676;2;4;48966
4.743122;-74.0211276;2;4;48967
4.743122;-74.015873;2;4;48968
4.7431252;-74.0775908;2;1;48969
4.7431283;-74.0473667;2;2;48970
4.7431316;-74.032847;3;2;48971
4.7431317;-74.090487;2;1;48972
4.7431346;-74.0666042;2;2;48973
4.7431354;-74.0203779;2;4;48974
4.7431372;-74.1133554;4;4;48975
4.7431381;-74.0768551;2;1;48976
4.7431391;-74.0157188;2;4;48977
4.7431409;-74.0474311;3;3;48978
4.7431442;-74.0210244;2;4;48979
4.7431456;-74.1269806;2;1;48980
4.7431463;-74.0211705;2;4;48981
4.7431469;-74.0964729;1;1;48982
4.7431487;-74.0189411;2;1;48983
4.7431506;-74.1226982;4;4;48984
4.7431508;-74.1148751;3;1;48985
4.7431533;-74.0666378;2;2;48986
4.7431533;-74.0659846;2;2;48987
4.7431579;-74.1026721;3;4;48988
4.7431593;-74.017226;2;4;48989
4.74316;-74.0157689;2;4;48990
4.7431609;-74.0977733;2;3;48991
4.7431615;-74.015826;2;4;48992
4.7431627;-74.0762373;2;1;48993
4.7431649;-74.0780608;2;1;48994
4.7431661;-74.0938755;3;2;48995
4.7431678;-74.0775851;2;1;48996
4.7431715;-74.1002015;3;2;48997
4.7431721;-74.0378118;3;4;48998
4.7431729;-74.121129;3;2;48999
4.7431778;-74.1269009;4;4;49000
4.7431794;-74.0211971;2;4;49001
4.7431795;-74.0837357;3;4;49002
4.7431805;-74.1237511;2;1;49003
4.7431812;-74.12723;3;2;49004
4.7431869;-74.0331236;3;2;49005
4.7431885;-74.034718;3;2;49006
4.7431886;-74.1111518;3;3;49007
4.7431895;-74.0767236;2;1;49008
4.7431903;-74.0939307;3;2;49009
4.7431927;-74.1175834;4;4;49010
4.7431928;-74.0961603;2;2;49011
4.743194;-74.0661854;2;4;49012
4.7431968;-74.0203466;2;4;49013
4.7431984;-74.1144584;3;1;49014
4.7431987;-74.126587;2;1;49015
4.7432005;-74.0189296;2;1;49016
4.7432071;-74.0775773;1;1;49017
4.7432075;-74.1040091;3;2;49018
4.7432192;-74.1123603;1;1;49019
4.7432219;-74.1163373;2;1;49020
4.7432241;-74.0660074;2;2;49021
4.7432252;-74.0767128;2;1;49022
4.7432256;-74.0219794;2;4;49023
4.743227;-74.0172199;2;4;49024
4.743229;-74.1278804;2;2;49025
4.7432296;-74.0212104;2;4;49026
4.7432296;-74.0209563;2;4;49027
4.7432299;-74.0976628;2;2;49028
4.7432303;-74.0178211;2;4;49029
4.7432313;-74.0845856;4;4;49030
4.7432353;-74.0381157;3;4;49031
4.7432373;-74.0296994;4;4;49032
4.7432375;-74.1029022;3;4;49033
4.743238;-74.0896313;2;2;49034
4.7432383;-74.0333805;3;2;49035
4.7432396;-74.0616902;4;2;49036
4.7432398;-74.0652462;3;3;49037
4.7432422;-74.020294;2;4;49038
4.7432443;-74.1095475;3;1;49039
4.7432444;-74.0887668;3;2;49040
4.743247;-74.0474129;2;3;49041
4.7432481;-74.0223763;2;4;49042
4.7432487;-74.0189305;2;1;49043
4.7432509;-74.0768069;2;1;49044
4.7432517;-74.0480282;2;3;49045
4.7432518;-74.0350161;3;2;49046
4.743252;-74.1248264;4;2;49047
4.7432534;-74.0767062;2;1;49048
4.7432592;-74.1216854;3;1;49049
4.7432627;-74.0977311;3;3;49050
4.7432658;-74.1050705;3;2;49051
4.7432662;-74.1001519;3;2;49052
4.7432666;-74.0476535;2;2;49053
4.7432708;-74.1266191;2;1;49054
4.7432709;-74.0909121;2;1;49055
4.74327227735082;-74.1266144111699;4;1;49056
4.7432741;-74.076707;2;1;49057
4.7432759;-74.109921;3;2;49058
4.7432774;-74.0767902;2;1;49059
4.7432786;-74.0744079;2;1;49060
4.7432803;-74.1030237;3;4;49061
4.7432837;-74.0169479;2;4;49062
4.7432856;-74.1301022;1;1;49063
4.7432856;-74.0661994;2;4;49064
4.7432873;-74.0452265;4;4;49065
4.7432879;-74.1136293;2;4;49066
4.7432882;-74.0767178;2;1;49067
4.7432887;-74.0212095;2;4;49068
4.7432932;-74.0767719;2;1;49069
4.7432938;-74.1163671;4;4;49070
4.7432957;-74.0767344;2;1;49071
4.7432961;-74.0336699;2;2;49072
4.7432967;-74.0830661;2;4;49073
4.7432977;-74.1068505;2;1;49074
4.7432981;-74.1290381;4;4;49075
4.7432981;-74.0367239;3;2;49076
4.7432982;-74.0767519;2;1;49077
4.7432999;-74.1246999;2;1;49078
4.7433011;-74.0942253;3;2;49079
4.7433026;-74.0352725;3;2;49080
4.7433033;-74.0845731;2;4;49081
4.743305;-74.0201994;2;4;49082
4.7433083;-74.0660262;2;2;49083
4.7433103;-74.1246724;2;1;49084
4.7433124;-74.108382;3;2;49085
4.7433125;-74.1238026;2;1;49086
4.7433133;-74.0822594;1;1;49087
4.7433182;-74.0964166;1;2;49088
4.7433197;-74.0650135;2;3;49089
4.7433259;-74.0848317;2;2;49090
4.7433286;-74.1248546;2;1;49091
4.7433291;-74.0208723;3;4;49092
4.74333;-74.1043137;3;2;49093
4.7433308;-74.0171989;2;4;49094
4.7433341;-74.0943122;2;2;49095
4.7433341;-74.0338599;2;2;49096
4.7433365;-74.0921439;2;3;49097
4.7433382;-74.1151512;3;1;49098
4.7433443;-74.1245827;2;1;49099
4.743347;-74.1206924;3;2;49100
4.7433505;-74.0211898;2;4;49101
4.7433532;-74.124559;2;1;49102
4.7433533;-74.0339558;3;2;49103
4.7433541;-74.0169994;2;4;49104
4.7433548;-74.1263525;2;1;49105
4.7433548;-74.0386603;3;4;49106
4.743355;-74.0355369;4;2;49107
4.7433554;-74.117834;4;4;49108
4.7433563;-74.0200882;2;4;49109
4.7433572;-74.072006;2;4;49110
4.7433587;-74.1032539;3;4;49111
4.7433599;-74.097835;2;3;49112
4.7433655;-74.0178074;3;4;49113
4.7433684;-74.058506;1;1;49114
4.7433685;-74.1044059;3;1;49115
4.7433721;-74.022187;2;4;49116
4.7433728;-74.0182106;2;4;49117
4.7433729;-74.1293488;4;1;49118
4.7433763;-74.0428229;4;4;49119
4.7433788;-74.0171805;2;4;49120
4.743379;-74.019976;3;4;49121
4.7433799;-74.1272994;3;2;49122
4.7433842;-74.0218756;2;4;49123
4.7433868;-74.034131;3;2;49124
4.7433888;-74.1115105;1;1;49125
4.7433909;-74.0944648;3;2;49126
4.7433921;-74.0480987;2;3;49127
4.7433931;-74.1093393;4;1;49128
4.7433931;-74.0207747;2;4;49129
4.7433933;-74.0871623;3;1;49130
4.7433945;-74.0761414;2;1;49131
4.7433983;-74.1244401;2;1;49132
4.7433986;-74.1262135;2;1;49133
4.7434012;-74.0918885;2;4;49134
4.7434075;-74.113205;4;4;49135
4.7434076;-74.0660193;2;2;49136
4.7434094;-74.1063355;3;2;49137
4.7434121;-74.0171486;2;4;49138
4.7434124;-74.0211595;2;4;49139
4.7434156;-74.0367254;3;2;49140
4.7434175;-74.1071089;3;2;49141
4.7434175;-74.092241;2;3;49142
4.7434175;-74.0170545;2;4;49143
4.7434176;-74.0373556;2;1;49144
4.7434194;-74.0198945;2;4;49145
4.7434243;-74.0892554;3;2;49146
4.7434265;-74.121257;3;2;49147
4.7434268;-74.1006047;1;1;49148
4.7434277;-74.0171043;2;4;49149
4.7434288;-74.066189;2;4;49150
4.7434292;-74.1238481;2;1;49151
4.74343;-74.0206655;2;4;49152
4.7434304;-74.0479521;2;3;49153
4.7434331;-74.1122658;1;1;49154
4.7434365;-74.0589569;3;4;49155
4.7434384;-74.1266763;3;1;49156
4.7434388;-74.0344024;3;2;49157
4.74344;-74.1260825;3;1;49158
4.7434439;-74.0544865;1;1;49159
4.7434455;-74.0966655;2;2;49160
4.7434461;-74.1243138;2;1;49161
4.7434482;-74.0306778;4;2;49162
4.7434483;-74.0925359;1;1;49163
4.7434491;-74.1243059;2;1;49164
4.7434586;-74.0211158;2;4;49165
4.7434592;-74.1166185;4;2;49166
4.7434598;-74.0205776;2;4;49167
4.7434618;-74.1072088;3;2;49168
4.7434621;-74.0946605;3;2;49169
4.7434651;-74.019857;2;4;49170
4.7434653;-74.017718;2;1;49171
4.7434661;-74.1228224;4;4;49172
4.7434686;-74.0204058;2;4;49173
4.7434689;-74.020255;2;4;49174
4.7434751;-74.0201395;2;4;49175
4.7434794;-74.085223;2;2;49176
4.7434822;-74.0947233;3;2;49177
4.7434823;-74.0361787;1;1;49178
4.7434832;-74.1296447;3;1;49179
4.7434838;-74.0660015;2;2;49180
4.7434877;-74.0478572;2;2;49181
4.7434881;-74.110124;3;2;49182
4.7434888;-74.0346637;3;2;49183
4.7434914;-74.0981656;2;2;49184
4.7434937;-74.1241881;2;1;49185
4.7434938;-74.037478;3;1;49186
4.7434978;-74.0210545;2;4;49187
4.7434991;-74.0896099;2;2;49188
4.7435023;-74.0198472;2;4;49189
4.7435029;-74.0675133;3;2;49190
4.7435034;-74.1101;2;2;49191
4.7435048;-74.0200476;2;4;49192
4.7435057;-74.0574924;1;1;49193
4.7435076;-74.0373395;2;1;49194
4.7435095;-74.0181552;2;4;49195
4.7435113;-74.1277946;2;2;49196
4.7435124;-74.1217919;4;4;49197
4.7435175;-74.1140473;3;4;49198
4.7435201;-74.1249227;3;1;49199
4.7435254;-74.0876296;3;2;49200
4.7435302;-74.1074053;2;1;49201
4.7435338;-74.0209814;2;4;49202
4.7435342;-74.0661563;2;4;49203
4.7435354;-74.1180998;3;4;49204
4.7435384;-74.12407;2;1;49205
4.743539;-74.1258075;3;1;49206
4.7435396;-74.0198623;2;4;49207
4.7435399;-74.0199752;2;4;49208
4.743544;-74.0395029;3;4;49209
4.7435459;-74.0653069;2;3;49210
4.743546;-74.0178169;2;4;49211
4.7435463;-74.0936792;3;2;49212
4.7435479;-74.1000048;3;2;49213
4.7435484;-74.1134545;3;2;49214
4.7435484;-74.0377496;3;1;49215
4.7435493;-74.0176397;2;1;49216
4.7435496;-74.0463477;4;2;49217
4.7435506;-74.0217671;2;4;49218
4.7435529;-74.0896047;4;2;49219
4.7435536;-74.1240299;2;1;49220
4.7435581;-74.0854296;3;2;49221
4.7435583;-74.0199214;2;4;49222
4.7435596;-74.0659677;2;2;49223
4.7435614;-74.1289603;3;4;49224
4.7435621;-74.1082838;3;2;49225
4.7435672;-74.1181467;2;4;49226
4.743568;-74.0760941;2;1;49227
4.7435705;-74.1247943;2;1;49228
4.7435705;-74.093726;2;2;49229
4.7435724;-74.092433;2;3;49230
4.7435749;-74.0628271;3;1;49231
4.7435756;-74.1247812;2;1;49232
4.7435788;-74.1299832;1;1;49233
4.7435793;-74.0579441;3;2;49234
4.7435803;-74.0949632;3;2;49235
4.743582;-74.0209403;2;4;49236
4.7435825;-74.1091101;4;1;49237
4.7435838;-74.0854972;2;2;49238
4.7435859;-74.0981183;3;2;49239
4.7435896;-74.1155401;2;1;49240
4.7435917;-74.1273734;3;2;49241
4.7435961;-74.0478924;2;1;49242
4.7435974;-74.1130993;3;4;49243
4.7435976;-74.1239138;4;2;49244
4.7436003;-74.0181121;2;4;49245
4.7436054;-74.0653326;2;2;49246
4.7436055;-74.0178279;2;4;49247
4.7436065;-74.1207977;4;2;49248
4.7436088;-74.1039328;3;4;49249
4.7436101;-74.0209314;2;4;49250
4.7436104;-74.0760952;2;1;49251
4.7436114;-74.0898124;3;2;49252
4.7436163;-74.0217172;2;4;49253
4.7436166;-74.0278018;1;1;49254
4.7436171;-74.1246755;2;1;49255
4.7436214;-74.0550328;1;1;49256
4.7436257;-74.1255606;3;2;49257
4.7436269;-74.1076556;2;1;49258
4.743628;-74.1246523;2;1;49259
4.7436314;-74.0439693;3;4;49260
4.7436327;-74.1142572;2;4;49261
4.7436345;-74.0175802;2;1;49262
4.7436349;-74.0845224;3;4;49263
4.7436372;-74.0209405;2;4;49264
4.7436405;-74.08661;2;1;49265
4.7436417;-74.0630597;3;1;49266
4.7436431;-74.0880005;3;2;49267
4.7436451;-74.0761046;2;1;49268
4.7436452;-74.0857437;2;2;49269
4.7436453;-74.0354807;3;2;49270
4.7436471;-74.1051341;3;2;49271
4.7436476;-74.1237944;2;1;49272
4.7436478;-74.0660817;2;4;49273
4.7436493;-74.0659064;2;4;49274
4.743652;-74.1142923;2;4;49275
4.743653;-74.0316348;2;2;49276
4.7436535;-74.116906;4;2;49277
4.743658;-74.0178567;2;4;49278
4.7436581;-74.09269;1;2;49279
4.7436593;-74.0209707;2;4;49280
4.743661;-74.0216418;2;4;49281
4.7436621;-74.0829922;2;4;49282
4.7436625;-74.0316915;3;3;49283
4.7436639;-74.0846161;2;1;49284
4.7436661;-74.021004;2;4;49285
4.7436698;-74.1156576;3;1;49286
4.7436714;-74.0922262;3;4;49287
4.7436716;-74.1213807;3;4;49288
4.7436718;-74.0180688;3;4;49289
4.7436727;-74.0215837;2;4;49290
4.7436732;-74.1245325;2;1;49291
4.7436732;-74.0761261;2;1;49292
4.7436737;-74.0939263;1;2;49293
4.7436745;-74.0653704;2;2;49294
4.7436755;-74.0210552;2;4;49295
4.7436771;-74.0859222;3;2;49296
4.7436772;-74.1239449;2;2;49297
4.7436774;-74.0215362;3;4;49298
4.7436796;-74.1245155;2;1;49299
4.7436802;-74.1003835;1;1;49300
4.7436802;-74.0211651;2;4;49301
4.7436815;-74.0952467;4;2;49302
4.7436843;-74.0965436;2;2;49303
4.7436848;-74.1102774;1;2;49304
4.7436851;-74.0214474;2;4;49305
4.7436859;-74.0213622;2;4;49306
4.7436885;-74.1198213;3;1;49307
4.7436956;-74.0178857;2;4;49308
4.7436958;-74.1183556;3;4;49309
4.7436971;-74.1137132;3;2;49310
4.7436971;-74.0860344;2;2;49311
4.7436974;-74.1063826;3;2;49312
4.7437043;-74.0180334;2;4;49313
4.7437093;-74.0658291;2;4;49314
4.7437108;-74.0478204;2;2;49315
4.7437115;-74.0660216;2;4;49316
4.7437117;-74.1071188;4;1;49317
4.7437165;-74.126783;3;1;49318
4.7437184;-74.1078982;2;1;49319
4.7437188;-74.1229358;2;1;49320
4.7437188;-74.017998;2;4;49321
4.7437191;-74.0179413;2;4;49322
4.7437206;-74.1244069;2;1;49323
4.7437246;-74.0633483;3;4;49324
4.743728;-74.0654227;2;2;49325
4.7437295;-74.0902082;2;2;49326
4.7437305;-74.1249905;2;1;49327
4.7437324;-74.1088916;3;2;49328
4.7437377;-74.1243615;2;1;49329
4.7437377;-74.1120674;2;1;49330
4.7437381;-74.0895866;2;2;49331
4.7437382;-74.1184299;2;4;49332
4.7437383;-74.0976796;2;3;49333
4.7437409;-74.0367688;3;2;49334
4.7437441;-74.0190609;1;1;49335
4.7437443;-74.0221877;2;4;49336
4.7437461;-74.0403467;4;4;49337
4.7437478;-74.1042645;3;4;49338
4.7437496;-74.1277325;2;2;49339
4.7437496;-74.0863291;2;2;49340
4.7437507;-74.0659645;2;4;49341
4.7437525;-74.0283248;3;2;49342
4.7437547;-74.0657513;2;4;49343
4.7437558;-74.0998896;3;2;49344
4.7437574;-74.0572538;1;1;49345
4.7437597;-74.0472688;2;2;49346
4.7437632;-74.1242939;2;1;49347
4.7437641;-74.0654884;2;2;49348
4.7437658;-74.110375;2;3;49349
4.7437672;-74.0361171;1;2;49350
4.7437743;-74.0473269;3;3;49351
4.7437761;-74.022378;2;4;49352
4.7437787;-74.0764455;1;1;49353
4.7437801;-74.0656494;2;4;49354
4.7437801;-74.0655635;2;2;49355
4.7437837;-74.0615522;1;1;49356
4.7437847;-74.1145338;3;4;49357
4.7437854;-74.1088257;3;2;49358
4.7437891;-74.0865676;3;2;49359
4.74379;-74.0284951;3;2;49360
4.7437915;-74.1242189;2;1;49361
4.7437942;-74.1274442;3;2;49362
4.7438008;-74.113903;3;1;49363
4.7438011;-74.0929397;1;1;49364
4.7438016;-74.1129856;3;4;49365
4.7438034;-74.1250122;3;1;49366
4.7438043;-74.1241849;2;1;49367
4.7438049;-74.1185638;3;2;49368
4.7438082;-74.0658385;2;4;49369
4.7438087;-74.1256207;4;2;49370
4.7438098;-74.0636448;3;4;49371
4.7438107;-74.1219194;4;1;49372
4.7438135;-74.0778117;1;1;49373
4.7438143;-74.1172022;3;2;49374
4.7438184;-74.0636751;2;4;49375
4.7438222;-74.1081815;4;2;49376
4.7438238;-74.0844935;2;4;49377
4.7438259;-74.1288822;3;4;49378
4.7438314;-74.0955505;4;2;49379
4.7438379;-74.092076;2;4;49380
4.7438423;-74.0989135;4;2;49381
4.7438444;-74.0835856;3;2;49382
4.7438494;-74.1186531;2;2;49383
4.7438523;-74.0906237;3;2;49384
4.7438591;-74.0376983;3;1;49385
4.7438644;-74.0870226;3;2;49386
4.7438668;-74.0927815;2;3;49387
4.7438671;-74.124019;3;2;49388
4.7438672;-74.0974885;2;3;49389
4.743874;-74.1209063;4;4;49390
4.7438751;-74.1188247;2;2;49391
4.7438777;-74.0656239;2;4;49392
4.7438786;-74.0871086;2;2;49393
4.7438884;-74.0180281;2;4;49394
4.7438907;-74.1159569;4;4;49395
4.743894;-74.1002923;1;2;49396
4.7438974;-74.0477867;3;2;49397
4.7438992;-74.0639606;3;4;49398
4.7439052;-74.1031485;1;1;49399
4.7439058;-74.1147543;3;4;49400
4.7439088;-74.0872224;2;2;49401
4.7439097;-74.0935038;3;2;49402
4.7439134;-74.0450878;4;4;49403
4.7439138;-74.0655327;2;4;49404
4.7439181;-74.0872577;2;2;49405
4.7439189;-74.1247543;2;1;49406
4.7439259;-74.0964218;2;2;49407
4.7439366;-74.1199058;4;2;49408
4.743937;-74.0908899;2;1;49409
4.7439384;-74.0568869;3;4;49410
4.7439399;-74.0411874;3;4;49411
4.7439434;-74.0925885;2;4;49412
4.7439493;-74.1246579;3;1;49413
4.7439493;-74.0919967;2;4;49414
4.7439533;-74.1268663;3;1;49415
4.743954;-74.123038;4;1;49416
4.743954;-74.0284767;2;2;49417
4.7439579;-74.0654536;2;4;49418
4.7439613;-74.0957949;4;2;49419
4.7439617;-74.0979169;2;1;49420
4.7439619;-74.1051865;2;2;49421
4.7439683;-74.107024;4;1;49422
4.7439696;-74.1085609;2;1;49423
4.7439726;-74.0841458;2;3;49424
4.7439779;-74.1090862;3;1;49425
4.7439789;-74.0572397;3;1;49426
4.7439809;-74.1141243;2;1;49427
4.7439817;-74.1100852;3;3;49428
4.7439835;-74.1048358;3;4;49429
4.7439864;-74.0911098;2;1;49430
4.7439884;-74.0642761;2;4;49431
4.7439905;-74.0931564;1;1;49432
4.7439984;-74.0874075;2;2;49433
4.7440025;-74.0643258;2;4;49434
4.7440049;-74.0651909;2;3;49435
4.7440056;-74.0913104;2;1;49436
4.7440066;-74.0895528;2;2;49437
4.7440145;-74.0914646;2;1;49438
4.7440167;-74.0653892;2;4;49439
4.74402;-74.0477645;2;2;49440
4.7440231;-74.1064359;3;2;49441
4.7440294;-74.1149765;3;4;49442
4.7440301;-74.017953;2;1;49443
4.7440388;-74.0944045;1;1;49444
4.7440417;-74.1156316;3;4;49445
4.7440445;-74.0975545;2;3;49446
4.7440449;-74.0368078;3;2;49447
4.7440453;-74.0844574;3;4;49448
4.7440454;-74.0919531;2;4;49449
4.7440473;-74.093964;1;1;49450
4.7440486;-74.1143941;2;2;49451
4.7440521;-74.0829645;2;4;49452
4.7440571;-74.0296714;4;4;49453
4.7440594;-74.065349;2;4;49454
4.7440596;-74.1189056;4;2;49455
4.7440598;-74.0916749;2;1;49456
4.7440625;-74.0578738;3;4;49457
4.7440638;-74.1220268;2;1;49458
4.7440722;-74.1014071;1;1;49459
4.7440756;-74.1162003;3;2;49460
4.7440766;-74.0546052;2;1;49461
4.7440778;-74.0960336;3;2;49462
4.7440831;-74.1257286;4;2;49463
4.7440938;-74.1080748;3;2;49464
4.7440991;-74.1276473;2;4;49465
4.7441004;-74.1288011;3;4;49466
4.7441005;-74.0475006;2;2;49467
4.7441039;-74.1036876;3;2;49468
4.7441071;-74.1275535;3;4;49469
4.7441077;-74.047974;2;3;49470
4.7441078;-74.0939267;1;1;49471
4.7441105;-74.1184661;3;2;49472
4.7441137;-74.0973874;2;3;49473
4.7441156;-74.0173737;1;1;49474
4.7441171;-74.1277298;2;4;49475
4.7441202;-74.0549733;2;1;49476
4.744125;-74.0996826;4;2;49477
4.7441263;-74.0653047;2;4;49478
4.7441299;-74.0338561;3;2;49479
4.7441313;-74.1098841;3;3;49480
4.744136;-74.0450372;2;4;49481
4.7441368;-74.0301698;2;2;49482
4.7441378;-74.1127378;2;1;49483
4.7441393;-74.0876348;2;2;49484
4.7441432;-74.1052173;3;4;49485
4.7441454;-74.0420423;3;4;49486
4.7441455;-74.0376509;3;2;49487
4.7441483;-74.0919189;3;4;49488
4.7441488;-74.1029963;1;1;49489
4.7441491;-74.0648437;2;4;49490
4.7441505;-74.1080525;3;2;49491
4.744153;-74.0178672;1;1;49492
4.7441633;-74.0462099;3;4;49493
4.7441656;-74.1210246;4;1;49494
4.744166;-74.0844395;3;4;49495
4.7441724;-74.0652853;2;3;49496
4.7441757;-74.1186145;2;1;49497
4.7441762;-74.0477293;2;2;49498
4.7441785;-74.1152445;2;4;49499
4.7441791;-74.1092328;3;2;49500
4.7441795;-74.0649511;3;4;49501
4.7441834;-74.087715;3;2;49502
4.7441851;-74.112767;4;4;49503
4.7441912;-74.127271;3;4;49504
4.7441972;-74.0742212;3;2;49505
4.7441991;-74.0933572;2;2;49506
4.7442005;-74.0306413;4;2;49507
4.744203;-74.0864639;2;1;49508
4.7442032;-74.1047487;2;2;49509
4.7442051;-74.1231264;3;1;49510
4.7442058;-74.0962846;4;2;49511
4.7442139;-74.1247544;4;1;49512
4.7442153;-74.1069153;4;2;49513
4.7442218;-74.0718191;2;4;49514
4.7442225;-74.0929539;2;4;49515
4.7442226;-74.1080241;2;2;49516
4.7442272;-74.0877972;3;1;49517
4.7442291;-74.0568515;3;4;49518
4.7442315;-74.1200188;4;4;49519
4.7442411;-74.1047345;2;2;49520
4.7442471;-74.1128547;2;2;49521
4.7442489;-74.1083315;3;1;49522
4.7442508;-74.0844262;2;4;49523
4.7442594;-74.0933227;3;3;49524
4.7442603;-74.1237517;3;1;49525
4.7442766;-74.0311145;2;1;49526
4.7442788;-74.0894851;2;2;49527
4.7442801;-74.0425907;3;4;49528
4.744287;-74.047472;3;2;49529
4.7442878;-74.1269917;3;4;49530
4.7442922;-74.0573273;1;1;49531
4.7442967;-74.0829426;3;4;49532
4.7442969;-74.1096614;3;3;49533
4.7442999;-74.0545785;2;1;49534
4.7443012;-74.1165176;3;2;49535
4.7443031;-74.113038;3;2;49536
4.7443052;-74.1055681;3;4;49537
4.7443053;-74.1154726;4;4;49538
4.7443127;-74.1258104;4;2;49539
4.7443127;-74.0222012;3;4;49540
4.7443146;-74.0880761;2;1;49541
4.7443159;-74.1190028;4;2;49542
4.7443211;-74.122136;4;1;49543
4.7443245;-74.112725;2;4;49544
4.7443329;-74.0223762;3;4;49545
4.7443359;-74.0368451;3;2;49546
4.7443374;-74.1085821;3;4;49547
4.7443379;-74.1079804;3;2;49548
4.7443417;-74.1064881;3;2;49549
4.7443502;-74.1021462;2;1;49550
4.7443534;-74.0402606;2;3;49551
4.7443535;-74.0348835;3;2;49552
4.7443554;-74.0316047;2;1;49553
4.7443561;-74.0655281;1;1;49554
4.7443571;-74.0881967;3;2;49555
4.7443622;-74.0222473;2;1;49556
4.7443633;-74.1035575;3;2;49557
4.7443641;-74.0539854;3;4;49558
4.7443651;-74.0693325;3;2;49559
4.744367;-74.0316758;3;3;49560
4.7443681;-74.126758;3;4;49561
4.7443696;-74.0972779;2;3;49562
4.7443725;-74.044961;2;4;49563
4.7443756;-74.0223287;2;1;49564
4.7443779;-74.0222873;2;1;49565
4.7443795;-74.047162;2;2;49566
4.7443808;-74.1147957;3;2;49567
4.744384;-74.1133281;3;1;49568
4.7443895;-74.0852543;2;3;49569
4.744394;-74.0472259;3;3;49570
4.7443988;-74.088315;3;2;49571
